,ID,main_score,concern_count,comments_count
162,344651,9.97,4263,0
163,358700,9.99,4557,0
164,473393,9.97,1837,0
165,505015,9.99,2983,0
166,366765,9.96,2761,0
167,485480,9.99,2228,0
168,407800,9.99,1065,0
169,452166,9.92,1446,0
170,487571,9.97,4535,0
171,389183,9.94,3137,0
172,196107,9.98,1134,0
173,11916,9.98,9191,0
174,499199,9.99,1112,0
175,485027,9.83,6810,1
176,518005,9.99,2406,0
177,436878,9.99,13794,0
178,496329,9.99,3640,0
179,511452,9.96,2781,0
180,350895,9.99,2064,0
181,394494,9.97,5757,0
182,429702,9.99,1488,0
183,422010,9.93,2805,0
184,366006,9.96,3315,0
185,405541,9.96,2181,0
186,262707,9.71,1734,0
187,427340,9.93,1681,0
188,471017,9.91,1785,0
189,110067,9.7,334,0
190,12877,9.84,4210,0
191,500688,9.98,3851,0
192,268129,9.99,10600,0
193,504591,9.99,1298,0
194,375350,9.99,4973,0
195,475727,9.98,5096,0
196,408776,9.98,3871,0
197,409943,9.79,2693,0
198,417421,9.97,4316,0
199,462969,9.96,1426,0
200,525735,9.99,2026,0
201,143210,9.94,10512,0
202,406260,9.96,5321,1
203,475961,9.96,3779,0
204,378668,9.99,7527,0
205,430661,9.99,7021,0
206,250367,9.99,1652,0
207,501002,9.97,2169,0
208,485192,9.99,1046,0
209,246738,9.99,3793,0
210,427092,9.98,5693,0
211,496566,9.99,1056,0
212,411963,9.87,4476,0
213,491784,9.99,1386,0
214,175183,9.96,5948,0
215,115949,9.98,6120,0
216,471841,9.95,1877,0
217,335437,9.98,1432,0
218,286895,9.99,3910,0
219,466825,9.98,1884,0
220,387226,9.98,2181,0
221,511612,9.98,2065,0
222,455288,9.96,3166,0
223,428479,9.98,3466,0
224,456136,9.81,1340,0
225,255438,9.99,10999,0
226,459905,9.99,2254,0
227,452783,9.97,4213,0
228,523063,9.93,2173,0
229,403786,9.98,2514,0
230,242268,9.97,2034,0
231,210270,9.97,6892,0
232,308637,9.99,4872,0
233,481313,9.95,1250,0
234,352161,9.96,2879,0
235,218959,9.96,2578,0
236,215681,9.99,5029,0
237,437101,9.98,10481,1
238,459172,9.86,1962,0
239,159392,9.92,14351,0
240,242099,9.99,2037,0
241,377750,9.55,4155,0
242,391610,9.99,1559,0
243,406576,9.99,4400,0
244,414728,9.94,6935,0
245,480899,9.95,4019,0
246,428793,9.97,5581,1
247,408958,9.97,2006,0
248,473575,9.99,3780,0
249,244700,9.98,18439,0
250,483652,9.93,574,0
251,477775,9.96,4564,0
252,495488,9.98,1278,0
253,396134,9.94,4114,0
254,399078,9.97,2586,0
255,409717,9.99,2723,0
256,40385,9.88,1181,0
257,323244,9.98,5952,0
258,396422,9.97,2760,0
259,464754,9.91,3382,0
260,331979,9.95,8108,0
261,95981,9.92,9734,0
262,115087,9.9,12479,0
263,496576,9.99,1631,0
264,129295,9.84,4309,0
265,342283,9.98,2942,0
266,332676,9.99,2162,0
267,89045,9.98,1844,0
268,379123,9.9,2496,0
269,465420,9.96,2000,0
270,180890,9.39,8199,0
271,196867,9.92,2247,0
272,425840,9.97,5075,0
273,461279,9.99,1643,0
274,420227,9.99,4768,0
275,467477,9.96,5242,0
276,221468,9.98,46838,4
277,394345,9.98,1970,0
278,235100,9.99,7856,0
279,375934,9.98,842,0
280,213429,9.99,9435,0
281,363983,9.99,4249,0
282,429384,9.99,1981,0
283,80051,9.76,4080,0
284,384688,9.9,3251,0
285,468602,9.87,976,0
286,339297,9.99,3626,0
287,434054,9.98,2999,0
288,419262,9.94,5491,0
289,295483,9.99,7245,0
290,8513,9.96,1260,0
291,193407,9.98,2638,0
292,457649,9.99,6502,0
293,463625,9.97,1933,0
294,332114,9.94,7204,0
295,459255,9.97,8311,1
296,212496,9.98,6634,0
297,468797,9.93,3916,0
298,418685,9.96,4273,0
299,309466,9.66,2159,0
300,210769,9.98,1551,0
301,242008,9.94,592,0
302,201390,9.4,2401,0
303,403888,9.99,2892,0
304,464497,9.97,1340,0
305,158190,9.97,3437,0
306,138488,9.96,3316,0
307,237175,9.97,6924,0
308,1305,9.94,4586,0
309,509803,9.98,1914,0
310,119229,0.0,1198,0
311,165993,9.92,6635,0
312,427001,9.97,6493,0
313,111649,9.92,1906,0
314,391540,9.96,2156,0
315,423592,9.97,2621,0
316,465064,9.98,3267,0
317,450314,9.98,2638,0
318,306648,9.99,6511,0
319,321889,9.65,6375,0
320,160631,9.97,5743,0
321,184701,9.96,3435,0
322,283425,9.95,4226,0
323,411783,9.93,3751,0
324,301879,9.92,1979,0
325,97896,9.95,4640,0
326,342054,9.96,2531,0
327,489894,9.99,1728,0
328,403038,9.99,2295,0
329,208892,9.95,13823,0
330,212423,9.99,1195,0
331,412738,9.99,3107,0
332,184825,9.96,24205,0
333,242800,9.99,4513,0
334,204437,9.91,3053,0
335,407273,9.98,4320,0
336,253683,9.92,4545,0
337,195441,9.99,3920,0
338,459929,8.2,1943,0
339,216953,9.98,5339,0
340,322507,9.6,1432,0
341,401641,9.97,4078,0
342,185112,9.8,5320,0
343,396706,9.97,10850,1
344,200455,9.73,4677,0
345,179753,9.97,4681,0
346,157904,9.99,6667,0
347,394233,9.98,11957,0
348,243918,9.96,5459,0
349,3705,9.97,3420,0
350,464827,9.88,502,0
351,400554,9.94,6715,0
352,160234,9.0,2838,0
353,301865,9.96,3634,0
354,428558,9.95,6659,0
355,335992,9.98,2339,0
356,241681,9.98,3288,0
357,321141,9.95,1493,0
358,348480,9.99,5367,0
359,286370,9.73,7761,0
360,270059,9.98,1225,0
361,297508,9.95,2192,0
362,241372,9.99,972,0
363,205552,9.75,6798,0
364,371570,9.98,3255,0
365,208969,9.94,8198,0
366,132484,9.95,13948,0
367,207375,9.94,2688,0
368,224588,9.99,3602,0
369,367188,9.96,3713,0
370,438060,9.92,1220,0
371,268811,9.97,11005,0
372,159943,9.73,14730,0
373,341822,9.99,16802,0
374,290489,9.99,3195,0
375,182917,9.97,2612,0
376,232526,9.98,16773,0
377,424242,9.99,2547,0
378,387429,9.93,1418,0
379,391767,9.95,1615,0
380,352187,9.98,533,0
381,239904,9.98,3186,0
382,275467,9.99,3346,0
383,219899,9.97,13274,0
384,301661,9.96,2320,0
385,204423,9.86,2885,0
386,196768,9.91,4622,0
387,206590,9.99,525,0
388,201838,9.95,2954,0
389,241795,9.92,1508,0
390,221470,9.93,8333,0
391,195683,9.94,4154,0
392,102061,9.95,2211,0
393,166674,9.88,2005,0
394,14920,9.83,6596,0
395,335327,9.99,5151,0
396,254855,9.98,7346,0
397,403312,9.99,1919,0
398,266842,9.99,12374,0
399,192864,9.91,2867,0
400,224260,9.99,8595,0
401,196739,9.9,2481,0
402,313546,9.96,4942,0
403,311677,9.97,6704,0
404,216936,9.95,7157,0
405,385969,9.99,3569,0
406,211863,9.98,9080,0
407,153099,9.58,1311,0
408,248871,9.97,1760,0
409,241879,9.95,272,0
410,416512,9.95,5829,0
411,186845,9.87,2238,0
412,329745,9.97,2155,0
413,198176,0.0,2903,0
414,193677,9.97,5245,0
415,199905,9.87,1794,0
416,380411,9.99,3686,0
417,192186,9.99,1619,0
418,387962,9.99,2628,0
419,200317,9.94,3793,0
420,207055,9.97,12707,0
421,228700,9.87,2452,0
422,178786,9.96,5050,0
423,4219,9.94,3562,0
424,322064,9.99,2212,0
425,160307,9.94,4574,0
426,160425,9.94,12616,0
427,244224,9.91,2142,0
428,258752,9.99,4030,0
429,236500,9.99,5788,0
430,215972,9.95,4345,0
431,241357,9.98,253,0
432,332550,9.98,3857,0
433,130749,9.87,2133,0
434,221045,9.98,16063,0
435,166170,9.96,10280,0
436,108410,9.98,13797,0
437,259407,9.98,3080,0
438,336855,9.99,2774,0
439,385491,9.94,2674,0
440,144436,9.61,3403,0
441,168124,9.94,4768,0
442,153517,9.84,6302,0
443,271931,9.99,7568,0
444,178432,9.92,648,0
445,263889,9.98,8406,0
446,198723,9.96,1267,0
447,196646,9.92,1957,0
448,343394,9.96,732,0
449,196293,9.92,4167,0
450,247382,9.7,2492,0
451,133566,9.97,4060,0
452,124862,9.87,1866,0
453,199265,9.97,3019,0
454,201507,9.99,12637,2
455,173827,9.97,1190,0
456,261392,9.99,3527,0
457,189351,9.92,1224,0
458,131961,9.94,1318,0
459,216381,9.99,4029,0
460,207470,9.88,8965,0
461,33458,10.0,6289,0
462,96060,9.76,3024,0
463,279749,9.95,2143,0
464,213426,9.96,7187,0
465,240836,9.97,5995,0
466,215212,0.0,3412,0
467,265408,9.99,1818,0
468,168507,9.93,8515,0
469,160218,9.89,1915,0
470,124659,9.92,3079,0
471,116964,9.98,530,0
472,186768,9.89,7760,0
473,224088,9.98,1972,0
474,220164,9.97,6081,0
475,58533,9.98,2127,0
476,156544,9.89,2290,0
477,257277,9.98,3938,0
478,214783,9.86,5216,0
479,128925,9.95,6977,0
480,217507,9.96,9326,0
481,154656,9.95,5453,0
482,118292,9.93,5945,0
483,213062,9.98,3035,0
484,190144,9.96,237,0
485,93015,9.96,3999,0
486,202642,9.98,13415,0
487,185015,9.92,441,0
488,201073,9.95,9034,0
489,251859,9.7,517,0
490,163353,9.92,3895,0
491,156561,9.95,1103,0
492,125999,9.87,2160,0
493,189099,9.9,8352,0
494,239932,9.96,828,0
495,31992,9.68,1063,0
496,233128,9.95,2794,0
497,179855,9.92,25399,0
498,158768,9.97,1801,0
499,159465,9.85,884,0
500,201198,9.98,2379,0
501,200002,9.72,840,0
502,174542,9.96,7624,0
503,194711,9.96,1895,0
504,184949,9.98,2479,0
505,184356,9.88,1871,0
506,170703,9.97,788,0
507,171673,9.88,993,0
508,144090,9.92,9316,0
509,230067,9.94,6092,0
510,327076,9.81,2312,3
511,350945,9.79,947,1
512,85242,9.45,189,0
513,179409,9.91,2417,0
514,556797,9.89,91,0
515,495256,9.99,700,3
516,510864,9.92,574,1
517,492007,9.48,291,1
518,485171,9.67,185,0
519,338598,9.96,2808,2
520,396879,9.62,110,0
521,540513,9.59,974,11
522,468689,9.94,4059,5
523,178952,9.9,2142,0
524,541054,9.87,148,0
525,209544,9.81,5107,1
526,431921,9.86,1442,6
527,492297,9.84,403,3
528,460746,9.85,446,0
529,488146,9.35,1498,4
530,530961,9.98,312,0
531,530986,9.64,311,0
532,3158,9.95,12619,1
533,360879,9.82,70,0
534,505865,9.95,921,1
535,479911,9.7,370,0
536,483114,9.88,1134,15
537,86006,9.92,2376,0
538,292248,9.71,1782,0
539,244501,9.93,1375,0
540,460968,9.88,323,0
541,94218,9.87,2527,0
542,397309,9.96,653,0
543,165497,9.74,2343,0
544,196942,9.94,355,0
545,200409,0.0,869,0
546,388687,9.91,2109,1
547,389896,9.45,672,2
548,9970,8.62,3598,0
549,509211,9.77,242,2
550,360108,9.89,2384,0
551,358372,9.94,206,0
552,543794,9.82,485,10
553,553103,9.8,44,3
554,312588,9.82,2324,1
555,436785,9.96,2031,0
556,114299,9.87,3933,0
557,502417,9.94,916,1
558,503510,9.92,637,0
559,364709,9.98,1127,0
560,122819,9.87,1150,0
561,304434,9.97,1169,1
562,164014,9.66,410,0
563,402904,9.74,1821,0
564,355500,9.94,2293,0
565,474879,9.98,3433,6
566,495121,9.88,386,2
567,535830,9.45,152,1
568,382220,9.78,907,0
569,523376,9.98,2185,0
570,391413,9.84,917,0
571,137301,9.88,2183,0
572,5681,9.79,4033,0
573,177910,0.0,3405,0
574,155356,9.91,2205,0
575,263818,9.94,1483,0
576,470400,9.89,1411,0
577,14929,9.88,1941,0
578,464264,9.9,1390,0
579,471750,9.85,769,0
580,92026,9.88,5762,0
581,56706,9.87,1502,0
582,265380,9.98,350,0
583,240872,9.98,2370,0
584,75937,9.72,1536,0
585,496130,9.98,808,0
586,411930,9.55,617,0
587,283241,9.87,970,0
588,423852,9.82,690,0
589,329045,9.86,485,0
590,88465,9.79,8311,3
591,80880,9.88,4813,1
592,408972,9.81,442,0
593,60199,9.79,2418,0
594,330199,9.89,1313,0
595,166510,9.94,2097,2
596,375553,9.55,1102,0
597,5297,9.96,9493,1
598,374317,9.93,889,0
599,326851,9.51,1276,0
600,389244,9.98,458,0
601,327857,9.94,1354,0
602,410243,9.84,1145,0
603,339059,9.72,136,0
604,196327,0.0,1286,0
605,143389,9.95,3710,0
606,210039,9.91,5137,0
607,527079,9.82,364,0
608,204370,9.92,6348,1
609,464648,9.95,1297,0
610,399164,9.82,1161,0
611,269221,9.94,3966,0
612,336287,9.88,319,0
613,10170,9.77,841,0
614,464390,9.69,575,0
615,55101,9.86,949,0
616,358350,9.93,313,0
617,494677,9.95,1019,0
618,319038,9.31,589,0
619,115126,9.78,1482,0
620,146566,9.56,1226,0
621,98166,9.93,2018,0
622,288641,9.89,1301,0
623,187091,9.73,2974,0
624,232802,9.96,4203,1
625,378285,9.69,1788,0
626,4170,9.91,2698,0
627,436806,9.98,661,0
628,471307,9.6,344,0
629,29078,9.93,1641,0
630,159782,0.0,5028,0
631,152032,9.67,525,0
632,81220,9.89,1895,0
633,281731,9.96,1125,0
634,155916,0.0,1249,0
635,156917,9.97,2256,0
636,409402,9.93,2102,1
637,3136,9.83,7202,0
638,315068,9.96,1096,0
639,62067,9.86,3553,0
640,351633,9.88,1066,0
641,18077,9.5,2146,0
642,25598,9.87,1787,0
643,451246,9.95,775,0
644,227729,9.94,5824,0
645,356408,9.88,606,0
646,38447,9.75,1713,0
647,554,9.12,2789,0
648,1342,9.9,7129,0
649,179690,9.86,1776,0
650,221195,9.74,1857,0
651,5375,0.0,7404,0
652,429775,9.17,921,0
653,175141,9.33,678,0
654,131692,9.95,1883,0
655,179787,9.92,2389,0
656,432944,9.93,920,0
657,185281,9.24,2141,0
658,357262,7.8,1178,0
659,6854,9.76,1808,0
660,51316,9.81,1052,0
661,353125,5.56,642,0
662,41920,9.8,2418,0
663,319368,9.95,1825,0
664,26978,9.89,19279,5
665,157563,9.9,1977,0
666,131613,9.95,1465,0
667,133386,9.53,720,0
668,93242,9.84,906,0
669,78390,9.91,2092,1
670,148485,9.95,1521,0
671,57344,9.48,4681,0
672,166645,9.86,1912,0
673,10782,9.81,817,0
674,96985,6.15,386,0
675,556934,9.46,207,4
676,465053,9.73,430,0
677,89876,9.9,618,0
678,554134,9.94,299,1
679,403318,9.87,586,0
680,511383,9.88,844,0
681,426519,9.9,176,0
682,63727,9.81,320,0
683,537796,9.93,494,2
684,407434,9.74,2171,0
685,495291,9.73,151,0
686,167300,9.98,2620,1
687,428678,9.97,304,1
688,525505,9.79,498,0
689,527279,9.97,185,2
690,318662,9.81,295,0
691,429732,9.66,448,2
692,289957,7.8,348,0
693,276429,9.75,870,1
694,537861,9.68,281,0
695,100133,9.9,5376,1
696,379429,9.93,2682,0
697,174597,7.95,123,0
698,424301,9.95,368,2
699,409298,9.91,835,0
700,25589,9.84,3034,0
701,438693,9.71,877,2
702,427593,9.82,1312,0
703,545967,9.37,14,0
704,419201,9.78,501,0
705,452880,9.83,377,0
706,498955,9.8,310,1
707,207522,9.76,2555,0
708,475307,9.7,974,1
709,7164,9.72,2559,0
710,462247,9.54,832,0
711,458579,9.76,1045,0
712,27287,9.8,8673,2
713,499911,9.96,833,0
714,409072,9.99,5472,0
715,145780,8.61,439,0
716,489212,9.79,185,0
717,332144,9.89,3114,0
718,418550,9.34,148,0
719,268749,6.52,2636,0
720,537621,9.69,97,0
721,492121,9.71,139,0
722,360924,9.83,698,0
723,15465,9.72,2372,0
724,395468,9.53,271,0
725,433806,9.55,909,0
726,516705,9.95,710,0
727,19454,9.75,4276,0
728,510588,9.62,91,0
729,246677,9.89,3237,0
730,144657,9.77,3037,0
731,316801,9.78,1888,0
732,194469,9.68,4678,0
733,513370,0.0,829,0
734,409121,9.7,515,0
735,510133,9.89,206,0
736,417962,9.76,202,0
737,402898,9.88,1862,0
738,508947,9.78,453,0
739,465574,9.62,398,0
740,65501,8.0,1097,0
741,111490,9.8,307,0
742,505921,9.7,196,0
743,101732,9.84,1157,0
744,405665,9.93,792,0
745,171964,0.0,11963,0
746,44992,9.92,4563,0
747,412082,4.66,544,0
748,383318,9.79,1432,0
749,2280,9.89,2296,0
750,352610,0.0,1068,0
751,117037,9.71,7229,0
752,288705,9.94,3271,0
753,253545,9.78,1745,0
754,409340,9.71,598,0
755,348466,9.44,358,0
756,175792,9.83,875,0
757,264241,9.88,538,0
758,470962,9.91,65,0
759,386615,9.97,1005,0
760,414549,9.88,667,0
761,72977,9.79,2148,0
762,225222,9.73,684,0
763,412036,9.95,1283,0
764,279701,9.27,1103,0
765,338716,9.87,1127,0
766,452152,9.4,323,0
767,318245,9.75,280,0
768,354707,9.65,138,0
769,23316,0.0,798,0
770,403719,9.82,392,0
771,300130,8.54,1661,0
772,84018,9.8,2655,0
773,202851,9.89,825,0
774,391792,9.96,861,0
775,307586,9.91,1358,0
776,340075,9.82,640,0
777,355485,9.8,658,0
778,147983,9.41,653,0
779,61112,9.62,14979,0
780,158374,9.56,664,0
781,283782,9.3,548,0
782,303393,9.83,416,0
783,134639,8.41,1071,0
784,162994,9.92,673,0
785,178079,9.78,2042,0
786,169866,9.76,823,0
787,208373,9.79,3573,0
788,55676,9.8,2362,0
789,187133,9.91,2386,0
790,165236,9.89,483,0
791,185155,9.64,2080,0
792,24059,9.88,4543,0
793,222675,9.72,589,0
794,166901,9.76,1708,0
795,190297,9.73,767,0
796,308068,9.82,312,1
797,554675,9.94,29,0
798,543845,9.27,28,0
799,517434,9.94,25,0
800,549446,9.96,100,0
801,506758,9.81,140,0
802,556339,9.9,52,2
803,551913,9.97,248,3
804,496503,9.97,534,33
805,553795,9.67,45,2
806,539172,9.96,139,1
807,431365,9.93,924,0
808,545264,9.79,142,11
809,345270,9.94,1451,0
810,536185,9.97,153,0
811,514768,9.6,43,0
812,414512,9.82,621,9
813,436504,9.96,590,0
814,407543,9.16,71,0
815,5533,9.9,188,1
816,431737,9.92,226,0
817,200126,9.83,1665,0
818,435850,8.75,85,0
819,507212,9.91,155,0
820,218120,9.84,1078,0
821,372011,9.82,1411,0
822,335908,9.91,240,0
823,309421,9.57,393,0
824,510829,9.9,142,0
825,425762,9.85,217,0
826,175742,9.4,3464,0
827,105987,9.35,330,0
828,397123,9.89,189,0
829,520442,9.82,215,0
830,427907,9.94,348,0
831,438416,9.9,99,0
832,218931,9.97,1472,1
833,118359,9.93,480,0
834,510683,9.36,134,0
835,524910,0.0,39,0
836,431690,9.74,427,0
837,479752,9.95,275,0
838,481118,9.89,39,0
839,21236,9.95,1459,0
840,438722,9.95,173,0
841,345062,9.68,129,0
842,424998,9.67,215,0
843,368988,9.82,95,0
844,247045,9.91,129,0
845,483365,9.8,208,0
846,430842,9.94,189,0
847,54072,9.94,4827,0
848,410632,9.72,311,0
849,486226,9.8,469,0
850,464687,9.86,203,0
851,376900,9.72,293,0
852,352412,9.87,474,0
853,108276,9.5,458,0
854,43242,9.35,357,0
855,322772,9.83,291,0
856,247800,9.66,212,0
857,180097,9.51,557,0
858,356070,9.77,248,0
859,388979,9.02,135,0
860,228917,9.82,447,0
861,247082,9.77,152,0
862,326159,9.72,236,0
863,161170,9.21,241,0
864,205610,0.0,263,0
865,253526,9.2,327,0
866,201771,9.44,313,0
867,131241,9.88,910,0
868,3161,9.25,482,0
869,15502,8.94,734,0
870,167942,9.95,665,0
871,146545,9.61,394,0
872,189212,9.93,341,0
873,166216,9.32,583,0
874,13668,9.84,2525,5
875,422031,9.94,847,9
876,549819,9.94,369,2
877,529288,9.76,468,2
878,379037,9.87,385,1
879,554716,8.82,52,2
880,521793,9.8,238,1
881,377527,9.85,761,2
882,532843,9.74,489,8
883,544309,9.76,201,0
884,471991,9.81,345,0
885,453675,9.84,287,0
886,176274,9.64,762,1
887,272689,9.9,1533,3
888,521354,8.96,262,0
889,485257,9.9,862,3
890,500775,9.85,279,0
891,537157,9.64,216,2
892,296186,9.69,97,0
893,471473,9.86,484,2
894,527894,9.98,452,0
895,491567,9.57,312,0
896,401844,9.77,940,3
897,520014,9.84,35,0
898,379168,9.85,560,2
899,9263,9.78,678,0
900,537010,9.86,485,0
901,511689,9.76,651,2
902,457997,9.95,313,0
903,398000,9.92,770,7
904,308246,9.96,553,0
905,491396,9.92,584,4
906,399491,9.69,471,1
907,469575,9.35,427,1
908,463130,9.74,287,0
909,383948,9.92,166,0
910,164575,9.9,588,0
911,179848,9.6,582,0
912,409223,9.95,615,3
913,510951,9.06,402,0
914,492721,9.94,517,2
915,520869,9.73,243,0
916,457582,9.85,543,0
917,146405,9.75,3681,2
918,428751,9.83,318,0
919,366713,9.4,537,0
920,355606,9.9,1308,1
921,477199,9.86,806,0
922,280085,9.65,873,0
923,313327,9.93,713,4
924,415948,9.95,724,0
925,336141,9.8,547,0
926,491279,9.51,222,0
927,529120,9.78,276,0
928,276318,9.75,327,0
929,292044,9.83,914,2
930,460811,9.81,1015,2
931,450075,9.88,631,0
932,494967,9.95,456,0
933,462919,9.83,394,0
934,535981,9.69,172,0
935,497577,9.54,144,0
936,220240,9.67,608,0
937,430980,9.91,411,0
938,423259,9.4,665,0
939,432613,9.9,320,0
940,178035,9.77,867,0
941,360164,9.48,733,0
942,354548,9.52,1163,0
943,510412,9.91,46,0
944,461750,9.88,738,0
945,255763,9.78,260,0
946,45959,9.75,4410,0
947,152483,9.87,595,0
948,410225,0.0,158,0
949,308045,9.49,184,0
950,162238,9.98,447,0
951,472409,0.0,189,0
952,316030,9.84,559,0
953,84904,9.87,585,0
954,93806,9.46,442,0
955,164546,9.88,990,0
956,175939,9.59,408,0
957,68261,9.55,432,0
958,535675,9.83,104,3
959,261055,9.8,2440,0
960,355141,9.82,920,0
961,402499,9.75,85,1
962,540570,9.53,12,0
963,490653,9.82,12,0
964,386400,9.64,126,0
965,263528,9.58,268,0
966,501221,9.59,59,0
967,492240,9.76,108,0
968,336232,9.87,489,4
969,212381,9.78,5144,2
970,481640,9.74,363,2
971,297850,9.84,1302,0
972,94958,9.82,572,0
973,480867,9.9,140,8
974,542683,8.84,89,2
975,514089,9.74,74,1
976,363487,8.74,118,2
977,490668,9.73,361,1
978,306192,9.83,827,2
979,499007,9.74,54,0
980,276935,9.86,611,0
981,20037,9.78,1539,1
982,166436,9.57,429,0
983,454120,9.82,71,0
984,200533,9.79,795,0
985,494939,9.85,350,0
986,225938,9.86,7434,0
987,498934,9.78,104,0
988,489171,9.35,112,0
989,405349,9.94,2745,1
990,392874,0.0,1680,0
991,498657,9.53,194,0
992,103882,0.0,1244,0
993,207399,10.0,2081,1
994,496816,9.71,59,0
995,498703,9.94,85,0
996,467670,8.76,63,0
997,452163,0.0,203,0
998,489679,9.84,371,0
999,494442,9.82,386,0
1000,497154,8.69,88,0
1001,221012,9.51,302,0
1002,488975,9.86,254,0
1003,397278,9.8,669,0
1004,487123,9.77,113,0
1005,489140,9.66,312,0
1006,245110,9.2,520,0
1007,144247,9.83,1324,0
1008,341843,9.92,246,0
1009,388615,0.0,693,0
1010,412051,9.93,304,0
1011,68852,9.48,981,0
1012,398630,9.96,3254,0
1013,89796,9.92,787,0
1014,217450,9.88,11134,0
1015,332430,0.0,1761,0
1016,35274,0.0,200,0
1017,98714,9.75,700,0
1018,195711,9.96,634,0
1019,124619,9.56,1758,0
