,level,genre,ID,name,episode_total,likeit
735,best,103,510133,로동자,67,35
736,best,103,417962,명도,96,25
737,best,103,402898,명마,156,325
738,best,103,508947,무협한번쓰고싶어서,51,109
739,best,103,465574,박귀,43,89
740,best,103,65501,월인越人,2,163
741,best,103,111490,SHG,51,43
742,best,103,505921,윤깜,40,37
743,best,103,101732,넥흐,84,122
744,best,103,405665,은연(誾然),90,163
745,best,103,171964,담화공,0,2199
746,best,103,44992,규방아가씨,219,783
747,best,103,412082,별순,3,146
748,best,103,383318,유리지갑,77,287
749,best,103,2280,진야기,57,333
750,best,103,352610,늙은 아들,0,292
751,best,103,117037,라온제임,1,1539
752,best,103,288705,녹용,121,612
753,best,103,253545,언덕나무,167,221
754,best,103,409340,간우치,78,104
755,best,103,348466,世鐘,37,63
756,best,103,175792,소강산,66,163
757,best,103,264241,天流,67,97
758,best,103,470962,방외인,32,18
759,best,103,386615,노블,58,313
760,best,103,414549,용지연,94,165
761,best,103,72977,엘정,31,447
762,best,103,225222,카할,105,135
763,best,103,412036,거북아빠,122,339
764,best,103,279701,유제하,2,214
765,best,103,338716,백몽S,77,203
766,best,103,452152,Ritz,52,76
767,best,103,318245,심지(深智),103,74
768,best,103,354707,하저도,32,32
769,best,103,23316,짱돌이,0,91
770,best,103,403719,개평,67,86
771,best,103,300130,우숙(愚叔),2,392
772,best,103,84018,검은비(黑雨),105,364
773,best,103,202851,구찌구찌노구찌,82,165
774,best,103,391792,변법가,40,215
775,best,103,307586,옴니,143,197
776,best,103,340075,황도사,55,94
777,best,103,355485,개평,40,108
778,best,103,147983,창천을(唱天乙: 노래하는 하늘의 새),64,86
779,best,103,61112,초월(超越),317,1412
780,best,103,158374,독위인하,73,102
781,best,103,283782,만상조,3,168
782,best,103,303393,우숙(愚叔),22,97
783,best,103,134639,고룡생,3,229
784,best,103,162994,씨디어스,13,148
785,best,103,178079,진선우,157,280
786,best,103,169866,HDS,65,131
787,best,103,208373,명마,6,508
788,best,103,55676,소믈리에,111,100
789,best,103,187133,월 인,66,427
790,best,103,165236,안동찜닭,51,82
791,best,103,185155,가람휘™,27,413
792,best,103,24059,교블린,113,373
793,best,103,222675,조천산,79,94
794,best,103,166901,초월(超越),41,265
795,best,103,190297,월 인,23,165
796,best,104,553795,주영하,33,0
797,best,104,517434,아벨에이미,92,3
798,best,104,200126,노타우,228,317
799,best,104,308068,미/스/공,157,56
800,best,104,554675,데자뷰,39,0
801,best,104,543845,둥이언니,31,1
802,best,104,549446,다비드.,44,0
803,best,104,506758,제갈제미,174,13
804,best,104,556339,★김종민,42,0
805,best,104,551913,러스티네일,49,0
806,best,104,496503,일학,74,223
807,best,104,539172,훈장(勳張),66,12
808,best,104,431365,비묘,173,196
809,best,104,545264,물든,23,1
810,best,104,345270,설중소국,42,342
811,best,104,536185,이부영,27,33
812,best,104,514768,빽티스트,71,17
813,best,104,414512,서슬푸른,76,234
814,best,104,436504,카오산 로드,53,134
815,best,104,407543,werker,122,40
816,best,104,5533,천사별곡,47,14
817,best,104,431737,호우야,101,44
818,best,104,435850,지스트,89,42
819,best,104,507212,말맹이,55,36
820,best,104,218120,H. PARK,209,161
821,best,104,372011,정희현,7,288
822,best,104,335908,꾸마네,84,56
823,best,104,309421,얼어붙은달,11,78
824,best,104,510829,구라도사,61,25
825,best,104,425762,교하류,232,47
826,best,104,175742,검객 (劍客),132,622
827,best,104,105987,권총탄,81,55
828,best,104,397123,얼어붙은달,38,59
829,best,104,520442,orangeart,89,32
830,best,104,427907,휘음,48,68
831,best,104,438416,작은이별☆,33,26
832,best,104,218931,구라도사,345,323
833,best,104,118359,바다향,17,152
834,best,104,510683,Emerald City,1,63
835,best,104,524910,암흑현실,0,21
836,best,104,431690,더마냐,11,168
837,best,104,479752,노타우,32,67
838,best,104,481118,황금늑대,51,22
839,best,104,21236,정연,49,314
840,best,104,438722,하사은★,61,42
841,best,104,345062,37.2,23,45
842,best,104,424998,라미라민,94,75
843,best,104,368988,lys4509571,69,28
844,best,104,247045,훈장(勳張),10,51
845,best,104,483365,훈장(勳張),11,71
846,best,104,430842,스무니,47,66
847,best,104,54072,웨지우드,5,721
848,best,104,410632,유 지 나,3,143
849,best,104,486226,블 루 스 카 이,11,126
850,best,104,464687,카오산 로드,8,44
851,best,104,376900,블루데이,97,147
852,best,104,352412,꽃띠리,131,130
853,best,104,108276,방구석 무법자,149,56
854,best,104,43242,하저도,25,36
855,best,104,322772,흔횬,6,50
856,best,104,247800,훈장(勳張),10,66
857,best,104,180097,미그,102,106
858,best,104,356070,웨지우드,2,65
859,best,104,388979,클랜시,40,51
860,best,104,228917,웨지우드,2,127
861,best,104,247082,훈장(勳張),10,49
862,best,104,326159,오큘러스,2,64
863,best,104,161170,베지타,111,64
864,best,104,205610,YONA,0,48
865,best,104,253526,조동인,1,125
866,best,104,201771,지오한수옥,67,103
867,best,104,131241,이럴순,96,118
868,best,104,3161,유쿠도스,109,64
869,best,104,15502,검객 (劍客),44,77
870,best,104,167942,잰디,93,156
871,best,104,146545,웨지우드,6,82
872,best,104,189212,자언,10,67
873,best,104,166216,PAN,3,163
874,best,104,13668,굶주린 상상력,1,407
875,best,106,549819,오늘도 피곤하게 시작,45,0
876,best,106,537010,멘탈이 부들부들,38,76
877,best,106,511689,바일레노,63,110
878,best,106,532843,BotherZ,91,10
879,best,106,500775,오리 다섯마리,58,68
880,best,106,422031,GGS,77,188
881,best,106,529288,숨어사는 사람,88,54
882,best,106,379037,데도,204,64
883,best,106,554716,효리아나,24,0
884,best,106,521793,실개천,32,38
885,best,106,377527,실개천,130,179
886,best,106,544309,불행시티,98,2
887,best,106,471991,선하늘,39,27
888,best,106,453675,플네나마,176,67
889,best,106,176274,김태신,257,187
890,best,106,272689,멍탱,211,406
891,best,106,521354,worldstory,93,47
892,best,106,485257,나밀이,128,128
893,best,106,537157,플네나마,38,10
894,best,106,296186,이지이,207,20
895,best,106,471473,스수기,122,86
896,best,106,527894,멘탈이 부들부들,66,97
897,best,106,491567,연애재판,46,69
898,best,106,401844,세라믹,104,195
899,best,106,520014,서명,84,8
900,best,106,379168,피자피자,64,104
901,best,106,9263,유모세,329,187
902,best,106,457997,렌체,127,61
903,best,106,398000,GGS,111,185
904,best,106,308246,OVO짓기,77,162
905,best,106,491396,씨즐,40,82
906,best,106,399491,Jun.S,33,173
907,best,106,469575,쿠마몬,12,83
908,best,106,463130,-HaRa-,88,85
909,best,106,383948,Clowin,67,39
910,best,106,164575,먹구름빵,225,145
911,best,106,179848,시커,5,122
912,best,106,409223,free bird,107,134
913,best,106,510951,쩔라,100,79
914,best,106,492721,Kanis,47,108
915,best,106,520869,논논비,76,39
916,best,106,457582,설대식,107,133
917,best,106,146405,씨즐,218,869
918,best,106,428751,2학년 F반 히키가야하치만,26,57
919,best,106,366713,2학년 F반 히키가야하치만,2,108
920,best,106,355606,2학년 F반 히키가야하치만,3,287
921,best,106,477199,치킨먼치킨,53,181
922,best,106,280085,JetA,125,227
923,best,106,313327,씨즐,22,155
924,best,106,415948,바림,94,145
925,best,106,336141,Kanis,95,100
926,best,106,491279,유이칸,28,39
927,best,106,529120,IS일상,7,91
928,best,106,276318,까메요,134,72
929,best,106,292044,조은인,121,182
930,best,106,460811,선하늘,142,254
931,best,106,450075,연애재판,96,149
932,best,106,494967,라네로,59,86
933,best,106,462919,Few,70,100
934,best,106,535981,오코드,26,22
935,best,106,497577,집필&설정:쿠우코/설정:이구모노,78,34
936,best,106,220240,YOMU,75,122
937,best,106,430980,Pcill,45,74
938,best,106,423259,아름다운이름을가진나는바로나,102,160
939,best,106,432613,BLUE_Cloud,48,68
940,best,106,178035,LeeEl,196,170
941,best,106,360164,Jaio,5,177
942,best,106,354548,5620,191,274
943,best,106,510412,라이트 노벨 엔진,20,21
944,best,106,461750,푸릉푸름,50,150
945,best,106,255763,나의 이야기 작가&숲속의 고양이,9,81
946,best,106,45959,정혁,7,643
947,best,106,152483,NeloneL,53,97
948,best,106,410225,반도군,0,55
949,best,106,308045,우후루꾸루후,34,35
950,best,106,162238,BLGA(L),14,100
951,best,106,472409,Cross.,0,65
952,best,106,316030,Kanis,70,131
953,best,106,84904,정곰♪,94,113
954,best,106,93806,자유로운 요정 도비,84,79
955,best,106,164546,부리새,370,213
956,best,106,175939,금빛의 달,2,64
957,best,106,68261,자리끼,44,77
958,best,108,363487,yt,235,54
959,best,108,336232,김견,468,110
960,best,108,166436,소오,59,97
961,best,108,276935,뽁뽁,197,94
962,best,108,535675,디버스 대도서관 남쪽 본부,86,10
963,best,108,261055,선채,303,313
964,best,108,355141,일곱글자,151,161
965,best,108,402499,디버스 대도서관 서쪽 본부,121,31
966,best,108,540570,by데네브,19,5
967,best,108,386400,에스턴,164,12
968,best,108,490653,이수연83,28,7
969,best,108,263528,단꿈,122,44
970,best,108,501221,드래곤 리,20,12
971,best,108,492240,오리오스,79,59
972,best,108,212381,손용담,404,767
973,best,108,481640,GOLE,58,59
974,best,108,297850,마음의보라2,147,244
975,best,108,94958,진사로,129,68
976,best,108,480867,미스★,91,58
977,best,108,542683,이가후,73,5
978,best,108,514089,뻐난,60,9
979,best,108,490668,민-시현,74,56
980,best,108,306192,찾았어,64,137
981,best,108,499007,무지개새,100,14
982,best,108,20037,요개,209,233
983,best,108,454120,poco,131,7
984,best,108,200533,강아지한마리고양이한마리,105,129
985,best,108,494939,담휘,53,101
986,best,108,225938,수백설,2,1848
987,best,108,498934,물빛항해,94,16
988,best,108,489171,꿈 항아리,55,61
989,best,108,405349,꿀토끼,152,427
990,best,108,392874,휘오,0,281
991,best,108,498657,윤연주 영어샘,41,40
992,best,108,103882,파만차이,0,201
993,best,108,207399,3Q,1,347
994,best,108,496816,달빛숲의여우,60,6
995,best,108,498703,임하리,115,23
996,best,108,467670,히셔,96,31
997,best,108,452163,창세후,0,64
998,best,108,489679,쎄이,141,89
999,best,108,494442,서미주,20,30
1000,best,108,497154,주르고엘,18,24
1001,best,108,221012,심리,5,80
1002,best,108,488975,수백설,55,71
1003,best,108,397278,박메가,6,265
1004,best,108,487123,이나(怡拏),5,45
1005,best,108,489140,소호0808,24,52
1006,best,108,245110,혼원검제,112,78
1007,best,108,144247,Royal Night,114,200
1008,best,108,341843,곤붕(鯤鵬),81,63
1009,best,108,388615,아류휘,0,157
1010,best,108,412051,산월v,26,106
1011,best,108,68852,Mortis,108,111
1012,best,108,398630,백원.,76,1346
1013,best,108,89796,Ruzin,96,154
1014,best,108,217450,유한려,22,3819
1015,best,108,332430,흑안의마룡,0,324
1016,best,108,35274,yt,0,52
1017,best,108,98714,ㅁㅅ,192,78
1018,best,108,195711,덕트,11,144
1019,best,108,124619,퓨전사,52,228
1020,best,108,126783,진격의새우,137,368
1021,best,108,210197,축복의성,20,126
1022,best,108,209342,한씨다,64,77
1023,best,108,177965,젤뤼,26,22
1024,best,105,462683,칠칠마마,150,73
1025,best,105,367552,대한제국 시위대,132,47
1026,best,105,554440,호우명,32,0
1027,best,105,549808,론로니러니러ㅣㄴ,39,0
1028,best,105,537692,차우렌즈,109,11
1029,best,105,375277,Theresa,166,62
1030,best,105,553448,정글피시,16,0
1031,best,105,352853,천세은,211,34
1032,best,105,532179,이기담,59,40
1033,best,105,494987,레드크롱,65,57
1034,best,105,330314,cheam'by,82,73
1035,best,105,392585,dreamy days,158,20
1036,best,105,417357,순상자명,74,11
1037,best,105,528948,비애천인,68,27
1038,best,105,337009,박달아,67,13
1039,best,105,135067,훈장(勳張),250,88
1040,best,105,413624,조정우,78,33
1041,best,105,1394,맑은하늘이,167,29
1042,best,105,547981,글하나,38,0
1043,best,105,407933,프로듀스,57,49
1044,best,105,44711,미백랑,173,20
1045,best,105,547196,강인태,41,0
1046,best,105,541750,속이시원했냐,22,1
1047,best,105,321124,김진솔*,22,7
1048,best,105,507854,만들어진신,46,10
1049,best,105,264666,RKSI,97,40
1050,best,105,459561,성용이,63,8
1051,best,105,541654,호우명,42,4
1052,best,105,265690,sbh11233,107,102
1053,best,105,536904,O-KIRIN,40,20
1054,best,105,190922,남가몽(南柯夢),154,36
1055,best,105,47847,길곡(吉谷),148,80
1056,best,105,156942,슈타인호프,33,74
1057,best,105,452155,슈타인호프,41,85
1058,best,105,526172,시우(時雨),0,83
1059,best,105,165722,론로니러니러ㅣㄴ,2,30
1060,best,105,289956,조정우,56,29
1061,best,105,511597,유천만,53,29
1062,best,105,282123,두유노(주이현),177,151
1063,best,105,144902,어둠속의 빛,0,94
1064,best,105,475476,제로가온,34,11
1065,best,105,480871,에우제비우스,1,27
1066,best,105,21409,샘,40,28
1067,best,105,216090,물연필,68,34
1068,best,105,464716,소영휘,88,26
1069,best,105,212382,언덕나무,146,51
1070,best,105,484678,빛나는 날개,65,24
1071,best,105,313591,이황후,18,11
1072,best,105,389600,Kiena,95,97
1073,best,105,452175,담휘,45,64
1074,best,105,342325,신선부군,41,42
1075,best,105,365716,슈타인호프,29,73
1076,best,105,345577,난독증,106,43
1077,best,105,385219,밝은 별,7,25
1078,best,105,130790,무장승,141,61
1079,best,105,86706,조천,300,105
1080,best,105,303899,작미(作未),34,52
1081,best,105,187931,Vuela hasta,73,30
1082,best,105,38568,아구,233,98
1083,best,105,215352,sgk,28,45
1084,best,105,43553,대한제국 시위대,8,42
