,level,genre,ID,name,episode_total,likeit
701,best,103,438693,청혜(靑慧),129,188
702,best,103,427593,내일모래시계,92,179
703,best,103,545967,Skullcat,18,0
704,best,103,419201,Aka.Jin,2,102
705,best,103,452880,정용훈,7,69
706,best,103,498955,春夢:춘몽,7,38
707,best,103,207522,혁명진인,1,412
708,best,103,475307,청운비검,119,166
709,best,103,7164,태자魔,146,164
710,best,103,462247,엘팍,137,100
711,best,103,458579,엘라나스,6,214
712,best,103,27287,한비랑,177,841
713,best,103,499911,맹금,79,106
714,best,103,409072,소년행,242,1689
715,best,103,145780,흑파,47,74
716,best,103,489212,정탁,35,43
717,best,103,332144,진선우,81,435
718,best,103,418550,짱돌이R,65,33
719,best,103,268749,허량,2,470
720,best,103,537621,점소이,10,7
721,best,103,492121,초객(初客),1,64
722,best,103,360924,애프터눈,155,124
723,best,103,15465,초객 안정빈,10,310
724,best,103,395468,시후(試後),5,73
725,best,103,433806,모조품1,5,191
726,best,103,516705,팔복.,99,100
727,best,103,19454,주기,16,685
728,best,103,510588,시후(試後),5,32
729,best,103,246677,단인,242,474
730,best,103,144657,묵장,76,467
731,best,103,316801,소년행,1,480
732,best,103,194469,독초쥬스,31,841
733,best,103,513370,도객,0,201
734,best,103,409121,탬인,20,128
