,ID,level,genre
240,399078,best,101.0
241,409717,best,101.0
242,396141,best,101.0
243,40385,best,101.0
244,323244,best,101.0
245,396422,best,101.0
246,464754,best,101.0
247,331979,best,101.0
248,95981,best,101.0
249,115087,best,101.0
250,496576,best,101.0
251,129295,best,101.0
252,342283,best,101.0
253,332676,best,101.0
254,89045,best,101.0
255,379123,best,101.0
256,465420,best,101.0
257,180890,best,101.0
258,196867,best,101.0
259,425840,best,101.0
260,461279,best,101.0
261,420227,best,101.0
262,467477,best,101.0
263,221468,best,101.0
264,394345,best,101.0
265,235100,best,101.0
266,375934,best,101.0
267,213429,best,101.0
268,363983,best,101.0
269,429384,best,101.0
270,80051,best,101.0
271,384688,best,101.0
272,468602,best,101.0
273,339297,best,101.0
274,434054,best,101.0
275,419262,best,101.0
276,295483,best,101.0
277,8513,best,101.0
278,193407,best,101.0
279,457649,best,101.0
280,463625,best,101.0
281,332114,best,101.0
282,459255,best,101.0
283,212496,best,101.0
284,468797,best,101.0
285,418685,best,101.0
286,309466,best,101.0
287,210769,best,101.0
288,242008,best,101.0
289,201390,best,101.0
290,403888,best,101.0
291,464497,best,101.0
292,158190,best,101.0
293,138488,best,101.0
294,237175,best,101.0
295,1305,best,101.0
296,509803,best,101.0
297,119229,best,101.0
298,165993,best,101.0
299,427001,best,101.0
300,111649,best,101.0
301,391540,best,101.0
302,423592,best,101.0
303,465064,best,101.0
304,450314,best,101.0
305,306648,best,101.0
306,321889,best,101.0
307,160631,best,101.0
308,184701,best,101.0
309,283425,best,101.0
310,411783,best,101.0
311,301879,best,101.0
312,97896,best,101.0
313,342054,best,101.0
314,489894,best,101.0
315,403038,best,101.0
316,208892,best,101.0
317,212423,best,101.0
318,412738,best,101.0
319,184825,best,101.0
320,242800,best,101.0
321,204437,best,101.0
322,407273,best,101.0
323,253683,best,101.0
324,195441,best,101.0
325,459929,best,101.0
326,216953,best,101.0
327,322507,best,101.0
328,401641,best,101.0
329,185112,best,101.0
330,396706,best,101.0
331,200455,best,101.0
332,179753,best,101.0
333,157904,best,101.0
334,394233,best,101.0
335,243918,best,101.0
336,3705,best,101.0
337,464827,best,101.0
338,400554,best,101.0
339,160234,best,101.0
340,301865,best,101.0
341,428558,best,101.0
342,335992,best,101.0
343,241681,best,101.0
344,321141,best,101.0
345,348480,best,101.0
346,286370,best,101.0
347,270059,best,101.0
348,297508,best,101.0
349,241372,best,101.0
350,205552,best,101.0
351,371570,best,101.0
352,208969,best,101.0
353,132484,best,101.0
354,207375,best,101.0
355,224588,best,101.0
356,367188,best,101.0
357,438060,best,101.0
358,268811,best,101.0
359,137378,best,101.0
360,159943,best,101.0
361,341822,best,101.0
362,290489,best,101.0
363,264631,best,101.0
364,182917,best,101.0
365,232526,best,101.0
366,424242,best,101.0
367,387429,best,101.0
368,391767,best,101.0
369,352187,best,101.0
370,239904,best,101.0
371,275467,best,101.0
372,219899,best,101.0
373,301661,best,101.0
374,204423,best,101.0
375,196768,best,101.0
376,206590,best,101.0
377,201838,best,101.0
378,241795,best,101.0
379,221470,best,101.0
380,195683,best,101.0
381,102061,best,101.0
382,166674,best,101.0
383,14920,best,101.0
384,335327,best,101.0
385,254855,best,101.0
386,403312,best,101.0
387,266842,best,101.0
388,192864,best,101.0
389,224260,best,101.0
390,196739,best,101.0
391,313546,best,101.0
392,311677,best,101.0
393,216936,best,101.0
394,385969,best,101.0
395,211863,best,101.0
396,153099,best,101.0
397,248871,best,101.0
398,241879,best,101.0
399,416512,best,101.0
400,186845,best,101.0
401,329745,best,101.0
402,198176,best,101.0
403,193677,best,101.0
404,199905,best,101.0
405,380411,best,101.0
406,192186,best,101.0
407,387962,best,101.0
408,200317,best,101.0
409,207055,best,101.0
410,228700,best,101.0
411,178786,best,101.0
412,4219,best,101.0
413,322064,best,101.0
414,160307,best,101.0
415,160425,best,101.0
416,244224,best,101.0
417,258752,best,101.0
418,236500,best,101.0
419,215972,best,101.0
420,241357,best,101.0
421,332550,best,101.0
422,130749,best,101.0
423,221045,best,101.0
424,166170,best,101.0
425,108410,best,101.0
426,259407,best,101.0
427,336855,best,101.0
428,385491,best,101.0
429,144436,best,101.0
430,168124,best,101.0
431,153517,best,101.0
432,271931,best,101.0
433,178432,best,101.0
434,263889,best,101.0
435,198723,best,101.0
436,196646,best,101.0
437,343394,best,101.0
438,196293,best,101.0
439,247382,best,101.0
440,133566,best,101.0
441,124862,best,101.0
442,199265,best,101.0
443,201507,best,101.0
444,173827,best,101.0
445,261392,best,101.0
446,189351,best,101.0
447,131961,best,101.0
448,216381,best,101.0
449,207470,best,101.0
450,33458,best,101.0
451,96060,best,101.0
452,279749,best,101.0
453,213426,best,101.0
454,240836,best,101.0
455,215212,best,101.0
456,265408,best,101.0
457,168507,best,101.0
458,160218,best,101.0
459,124659,best,101.0
460,116964,best,101.0
461,186768,best,101.0
462,224088,best,101.0
463,220164,best,101.0
464,58533,best,101.0
465,156544,best,101.0
466,257277,best,101.0
467,214783,best,101.0
468,128925,best,101.0
469,217507,best,101.0
470,154656,best,101.0
471,118292,best,101.0
472,213062,best,101.0
473,201073,best,101.0
474,190144,best,101.0
475,93015,best,101.0
476,202642,best,101.0
477,185015,best,101.0
478,251859,best,101.0
479,163353,best,101.0
480,156561,best,101.0
481,125999,best,101.0
482,189099,best,101.0
483,239932,best,101.0
484,31992,best,101.0
485,233128,best,101.0
486,179855,best,101.0
487,158768,best,101.0
488,159465,best,101.0
489,201198,best,101.0
490,200002,best,101.0
491,174542,best,101.0
492,194711,best,101.0
493,184949,best,101.0
494,184356,best,101.0
495,170703,best,101.0
496,171673,best,101.0
497,144090,best,101.0
498,495256,best,102.0
499,244501,best,102.0
500,460968,best,102.0
501,94218,best,102.0
502,397309,best,102.0
503,530986,best,102.0
504,165497,best,102.0
505,200409,best,102.0
506,510864,best,102.0
507,209544,best,102.0
508,431921,best,102.0
509,492007,best,102.0
510,388687,best,102.0
511,389896,best,102.0
512,9970,best,102.0
513,540513,best,102.0
514,530961,best,102.0
515,178952,best,102.0
516,460746,best,102.0
517,541054,best,102.0
518,509211,best,102.0
519,360108,best,102.0
520,468689,best,102.0
521,327076,best,102.0
522,485171,best,102.0
523,358372,best,102.0
524,492297,best,102.0
525,179409,best,102.0
526,543794,best,102.0
527,553103,best,102.0
528,312588,best,102.0
529,436785,best,102.0
530,114299,best,102.0
531,396879,best,102.0
532,505865,best,102.0
533,479911,best,102.0
534,86006,best,102.0
535,350945,best,102.0
536,502417,best,102.0
537,503510,best,102.0
538,338598,best,102.0
539,364709,best,102.0
540,122819,best,102.0
541,304434,best,102.0
542,360879,best,102.0
543,164014,best,102.0
544,402904,best,102.0
545,355500,best,102.0
546,474879,best,102.0
547,495121,best,102.0
548,488146,best,102.0
549,483114,best,102.0
550,535830,best,102.0
551,382220,best,102.0
552,292248,best,102.0
553,523376,best,102.0
554,391413,best,102.0
555,137301,best,102.0
556,5681,best,102.0
557,177910,best,102.0
558,3158,best,102.0
559,155356,best,102.0
560,263818,best,102.0
561,470400,best,102.0
562,14929,best,102.0
563,464264,best,102.0
564,471750,best,102.0
565,92026,best,102.0
566,56706,best,102.0
567,265380,best,102.0
568,240872,best,102.0
569,75937,best,102.0
570,496130,best,102.0
571,411930,best,102.0
572,283241,best,102.0
573,423852,best,102.0
574,329045,best,102.0
575,88465,best,102.0
576,80880,best,102.0
577,408972,best,102.0
578,60199,best,102.0
579,330199,best,102.0
580,166510,best,102.0
581,375553,best,102.0
582,5297,best,102.0
583,374317,best,102.0
584,326851,best,102.0
585,389244,best,102.0
586,327857,best,102.0
587,410243,best,102.0
588,339059,best,102.0
589,196327,best,102.0
590,143389,best,102.0
591,210039,best,102.0
592,527079,best,102.0
593,204370,best,102.0
594,464648,best,102.0
595,399164,best,102.0
596,269221,best,102.0
597,336287,best,102.0
598,230067,best,102.0
599,10170,best,102.0
600,464390,best,102.0
601,55101,best,102.0
602,358350,best,102.0
603,494677,best,102.0
604,319038,best,102.0
605,115126,best,102.0
606,146566,best,102.0
607,98166,best,102.0
608,288641,best,102.0
609,187091,best,102.0
610,232802,best,102.0
611,378285,best,102.0
612,4170,best,102.0
613,436806,best,102.0
614,471307,best,102.0
615,29078,best,102.0
616,159782,best,102.0
617,152032,best,102.0
618,81220,best,102.0
619,281731,best,102.0
620,155916,best,102.0
621,156917,best,102.0
622,409402,best,102.0
623,3136,best,102.0
624,315068,best,102.0
625,62067,best,102.0
626,351633,best,102.0
627,18077,best,102.0
628,25598,best,102.0
629,451246,best,102.0
630,227729,best,102.0
631,356408,best,102.0
632,38447,best,102.0
633,554,best,102.0
634,1342,best,102.0
635,179690,best,102.0
636,221195,best,102.0
637,5375,best,102.0
638,429775,best,102.0
639,175141,best,102.0
640,131692,best,102.0
641,179787,best,102.0
642,432944,best,102.0
643,185281,best,102.0
644,357262,best,102.0
645,6854,best,102.0
646,51316,best,102.0
647,353125,best,102.0
648,41920,best,102.0
649,319368,best,102.0
650,26978,best,102.0
651,157563,best,102.0
652,131613,best,102.0
653,133386,best,102.0
654,93242,best,102.0
655,78390,best,102.0
656,148485,best,102.0
657,57344,best,102.0
658,166645,best,102.0
659,10782,best,102.0
660,96985,best,102.0
661,89876,best,103.0
662,429732,best,103.0
663,289957,best,103.0
664,511383,best,103.0
665,276429,best,103.0
666,537796,best,103.0
667,537861,best,103.0
668,167300,best,103.0
669,100133,best,103.0
670,554134,best,103.0
671,465053,best,103.0
672,495291,best,103.0
673,379429,best,103.0
674,174597,best,103.0
675,527279,best,103.0
676,424301,best,103.0
677,409298,best,103.0
678,318662,best,103.0
679,25589,best,103.0
680,525505,best,103.0
681,428678,best,103.0
682,403318,best,103.0
683,426519,best,103.0
684,438693,best,103.0
685,427593,best,103.0
686,63727,best,103.0
687,407434,best,103.0
688,419201,best,103.0
689,452880,best,103.0
690,498955,best,103.0
691,207522,best,103.0
692,475307,best,103.0
693,7164,best,103.0
694,462247,best,103.0
695,458579,best,103.0
696,27287,best,103.0
697,499911,best,103.0
698,409072,best,103.0
699,145780,best,103.0
700,489212,best,103.0
701,332144,best,103.0
702,418550,best,103.0
703,268749,best,103.0
704,537621,best,103.0
705,492121,best,103.0
706,360924,best,103.0
707,15465,best,103.0
708,395468,best,103.0
709,433806,best,103.0
710,516705,best,103.0
711,19454,best,103.0
712,510588,best,103.0
713,246677,best,103.0
714,144657,best,103.0
715,316801,best,103.0
716,194469,best,103.0
717,513370,best,103.0
718,409121,best,103.0
719,510133,best,103.0
720,417962,best,103.0
721,402898,best,103.0
722,508947,best,103.0
723,465574,best,103.0
724,65501,best,103.0
725,111490,best,103.0
726,505921,best,103.0
727,101732,best,103.0
728,405665,best,103.0
729,171964,best,103.0
730,44992,best,103.0
731,412082,best,103.0
732,383318,best,103.0
733,2280,best,103.0
734,352610,best,103.0
735,117037,best,103.0
736,288705,best,103.0
737,253545,best,103.0
738,409340,best,103.0
739,348466,best,103.0
740,175792,best,103.0
741,264241,best,103.0
742,470962,best,103.0
743,386615,best,103.0
744,414549,best,103.0
745,72977,best,103.0
746,225222,best,103.0
747,412036,best,103.0
748,279701,best,103.0
749,338716,best,103.0
750,452152,best,103.0
751,318245,best,103.0
752,354707,best,103.0
753,23316,best,103.0
754,403719,best,103.0
755,300130,best,103.0
756,84018,best,103.0
757,202851,best,103.0
758,391792,best,103.0
759,307586,best,103.0
760,340075,best,103.0
761,355485,best,103.0
762,147983,best,103.0
763,61112,best,103.0
764,158374,best,103.0
765,283782,best,103.0
766,303393,best,103.0
767,134639,best,103.0
768,162994,best,103.0
769,178079,best,103.0
770,169866,best,103.0
771,208373,best,103.0
772,55676,best,103.0
773,187133,best,103.0
774,165236,best,103.0
775,185155,best,103.0
776,24059,best,103.0
777,222675,best,103.0
778,166901,best,103.0
779,190297,best,103.0
780,431365,best,104.0
781,549446,best,104.0
782,539172,best,104.0
783,514768,best,104.0
784,554675,best,104.0
785,506758,best,104.0
786,551913,best,104.0
787,414512,best,104.0
788,308068,best,104.0
789,436504,best,104.0
790,496503,best,104.0
791,407543,best,104.0
792,5533,best,104.0
793,431737,best,104.0
794,200126,best,104.0
795,435850,best,104.0
796,507212,best,104.0
797,545264,best,104.0
798,218120,best,104.0
799,372011,best,104.0
800,335908,best,104.0
801,309421,best,104.0
802,345270,best,104.0
803,510829,best,104.0
804,425762,best,104.0
805,175742,best,104.0
806,105987,best,104.0
807,397123,best,104.0
808,520442,best,104.0
809,427907,best,104.0
810,438416,best,104.0
811,218931,best,104.0
812,536185,best,104.0
813,118359,best,104.0
814,510683,best,104.0
815,524910,best,104.0
816,431690,best,104.0
817,479752,best,104.0
818,481118,best,104.0
819,21236,best,104.0
820,438722,best,104.0
821,345062,best,104.0
822,424998,best,104.0
823,368988,best,104.0
824,247045,best,104.0
825,483365,best,104.0
826,430842,best,104.0
827,54072,best,104.0
828,410632,best,104.0
829,486226,best,104.0
830,464687,best,104.0
831,376900,best,104.0
832,352412,best,104.0
833,108276,best,104.0
834,43242,best,104.0
835,322772,best,104.0
836,247800,best,104.0
837,180097,best,104.0
838,356070,best,104.0
839,388979,best,104.0
840,228917,best,104.0
841,247082,best,104.0
842,326159,best,104.0
843,161170,best,104.0
844,205610,best,104.0
845,253526,best,104.0
846,201771,best,104.0
847,131241,best,104.0
848,3161,best,104.0
849,15502,best,104.0
850,167942,best,104.0
851,146545,best,104.0
852,189212,best,104.0
853,166216,best,104.0
854,13668,best,104.0
855,544309,best,106.0
856,471473,best,106.0
857,532843,best,106.0
858,529288,best,106.0
859,527894,best,106.0
860,176274,best,106.0
861,491567,best,106.0
862,401844,best,106.0
863,521354,best,106.0
864,379168,best,106.0
865,549819,best,106.0
866,554716,best,106.0
867,272689,best,106.0
868,485257,best,106.0
869,500775,best,106.0
870,9263,best,106.0
871,537010,best,106.0
872,511689,best,106.0
873,537157,best,106.0
874,457997,best,106.0
875,398000,best,106.0
876,422031,best,106.0
877,453675,best,106.0
878,308246,best,106.0
879,377527,best,106.0
880,379037,best,106.0
881,491396,best,106.0
882,399491,best,106.0
883,469575,best,106.0
884,471991,best,106.0
885,463130,best,106.0
886,383948,best,106.0
887,164575,best,106.0
888,179848,best,106.0
889,409223,best,106.0
890,510951,best,106.0
891,492721,best,106.0
892,520869,best,106.0
893,457582,best,106.0
894,146405,best,106.0
895,428751,best,106.0
896,366713,best,106.0
897,355606,best,106.0
898,477199,best,106.0
899,280085,best,106.0
900,313327,best,106.0
901,415948,best,106.0
902,336141,best,106.0
903,491279,best,106.0
904,529120,best,106.0
905,276318,best,106.0
906,292044,best,106.0
907,460811,best,106.0
908,450075,best,106.0
909,494967,best,106.0
910,462919,best,106.0
911,535981,best,106.0
912,497577,best,106.0
913,220240,best,106.0
914,430980,best,106.0
915,423259,best,106.0
916,432613,best,106.0
917,178035,best,106.0
918,360164,best,106.0
919,354548,best,106.0
920,510412,best,106.0
921,461750,best,106.0
922,255763,best,106.0
923,45959,best,106.0
924,152483,best,106.0
925,410225,best,106.0
926,308045,best,106.0
927,162238,best,106.0
928,472409,best,106.0
929,316030,best,106.0
930,84904,best,106.0
931,93806,best,106.0
932,164546,best,106.0
933,175939,best,106.0
934,68261,best,106.0
935,402499,best,108.0
936,212381,best,108.0
937,276935,best,108.0
938,336232,best,108.0
939,94958,best,108.0
940,492240,best,108.0
941,480867,best,108.0
942,535675,best,108.0
943,499007,best,108.0
944,263528,best,108.0
945,20037,best,108.0
946,297850,best,108.0
947,542683,best,108.0
948,514089,best,108.0
949,363487,best,108.0
950,490668,best,108.0
951,166436,best,108.0
952,501221,best,108.0
953,386400,best,108.0
954,454120,best,108.0
955,200533,best,108.0
956,261055,best,108.0
957,494939,best,108.0
958,225938,best,108.0
959,498934,best,108.0
960,481640,best,108.0
961,306192,best,108.0
962,489171,best,108.0
963,405349,best,108.0
964,392874,best,108.0
965,498657,best,108.0
966,103882,best,108.0
967,355141,best,108.0
968,207399,best,108.0
969,496816,best,108.0
970,498703,best,108.0
971,467670,best,108.0
972,452163,best,108.0
973,489679,best,108.0
974,494442,best,108.0
975,497154,best,108.0
976,221012,best,108.0
977,488975,best,108.0
978,397278,best,108.0
979,487123,best,108.0
980,489140,best,108.0
981,245110,best,108.0
982,144247,best,108.0
983,341843,best,108.0
984,388615,best,108.0
985,412051,best,108.0
986,68852,best,108.0
987,398630,best,108.0
988,89796,best,108.0
989,217450,best,108.0
990,332430,best,108.0
991,35274,best,108.0
992,98714,best,108.0
993,195711,best,108.0
994,124619,best,108.0
995,126783,best,108.0
996,210197,best,108.0
997,209342,best,108.0
998,177965,best,108.0
999,537692,best,105.0
1000,392585,best,105.0
1001,549808,best,105.0
1002,367552,best,105.0
1003,554440,best,105.0
1004,417357,best,105.0
1005,462683,best,105.0
1006,528948,best,105.0
1007,337009,best,105.0
1008,375277,best,105.0
1009,532179,best,105.0
1010,352853,best,105.0
1011,135067,best,105.0
1012,413624,best,105.0
1013,494987,best,105.0
1014,1394,best,105.0
1015,547981,best,105.0
1016,407933,best,105.0
1017,44711,best,105.0
1018,547196,best,105.0
1019,541750,best,105.0
1020,507854,best,105.0
1021,264666,best,105.0
1022,459561,best,105.0
1023,541654,best,105.0
1024,265690,best,105.0
1025,536904,best,105.0
1026,190922,best,105.0
1027,47847,best,105.0
1028,156942,best,105.0
1029,452155,best,105.0
1030,526172,best,105.0
1031,330314,best,105.0
1032,165722,best,105.0
1033,289956,best,105.0
1034,511597,best,105.0
1035,282123,best,105.0
1036,144902,best,105.0
1037,475476,best,105.0
1038,480871,best,105.0
1039,21409,best,105.0
1040,216090,best,105.0
1041,464716,best,105.0
1042,212382,best,105.0
1043,484678,best,105.0
1044,313591,best,105.0
1045,389600,best,105.0
1046,452175,best,105.0
1047,342325,best,105.0
1048,365716,best,105.0
1049,345577,best,105.0
1050,385219,best,105.0
1051,130790,best,105.0
1052,86706,best,105.0
1053,303899,best,105.0
1054,187931,best,105.0
1055,38568,best,105.0
1056,215352,best,105.0
1057,43553,best,105.0
