,ID,main_score,concern_count,episodes_count,comments_count
885,463130,9.74,289,88,0
886,383948,9.92,169,67,0
887,164575,9.9,588,225,0
888,179848,9.6,583,5,0
889,409223,9.95,613,107,3
890,510951,9.06,402,100,0
891,492721,9.94,516,47,2
892,520869,9.73,243,76,0
893,457582,9.85,545,107,0
894,146405,9.75,3679,218,2
895,428751,9.83,316,26,0
896,366713,9.4,535,2,0
897,355606,9.89,1310,3,1
898,477199,9.86,806,53,0
899,280085,9.65,874,125,0
900,313327,9.93,712,22,4
901,415948,9.95,722,94,0
902,336141,9.8,546,95,0
903,491279,9.51,223,28,0
904,529120,9.78,280,7,0
905,276318,9.75,327,134,0
906,292044,9.83,914,121,1
907,460811,9.81,1014,142,2
908,450075,9.88,630,96,0
909,494967,9.95,456,59,0
910,462919,9.83,394,70,0
911,535981,9.69,172,26,0
912,497577,9.54,144,78,0
913,220240,9.67,608,75,0
914,430980,9.91,413,45,0
915,423259,9.4,665,102,0
916,432613,9.9,320,48,0
917,178035,9.77,868,196,0
918,360164,9.48,733,5,0
919,354548,9.52,1161,191,0
920,510412,9.91,46,20,0
921,461750,9.88,739,50,0
922,255763,9.78,260,9,0
923,45959,9.75,4412,7,0
924,152483,9.87,595,53,0
925,410225,0.0,158,0,0
926,308045,9.49,184,34,0
927,162238,9.98,447,14,0
928,472409,0.0,189,0,0
929,316030,9.84,559,70,0
930,84904,9.87,585,94,0
931,93806,9.46,442,84,0
932,164546,9.88,989,370,0
933,175939,9.59,409,2,0
934,68261,9.55,433,44,0
935,402499,9.75,84,120,1
936,212381,9.78,5128,402,2
937,276935,9.86,603,196,0
938,336232,9.87,487,464,4
939,94958,9.82,568,127,0
940,492240,9.76,111,79,0
941,480867,9.9,139,90,7
942,535675,9.82,101,83,3
943,499007,9.74,53,99,0
944,263528,9.58,268,121,0
945,20037,9.78,1538,209,1
946,297850,9.84,1292,146,0
947,542683,8.82,90,71,2
948,514089,9.74,72,59,1
949,363487,8.74,118,233,2
950,490668,9.72,360,73,0
951,166436,9.57,429,58,0
952,501221,9.59,59,19,0
953,386400,9.62,125,163,0
954,454120,9.82,71,131,0
955,200533,9.79,793,105,0
956,261055,9.8,2430,302,0
957,494939,9.85,351,53,0
958,225938,9.86,7443,2,0
959,498934,9.77,104,94,0
960,481640,9.77,365,57,0
961,306192,9.83,825,63,2
962,489171,9.35,110,55,0
963,405349,9.94,2735,152,1
964,392874,0.0,1682,0,0
965,498657,9.53,192,41,0
966,103882,0.0,1245,0,0
967,355141,9.84,918,149,0
968,207399,10.0,2086,1,1
969,496816,9.71,59,60,0
970,498703,9.94,87,115,0
971,467670,9.35,63,96,0
972,452163,0.0,205,0,0
973,489679,9.84,371,141,0
974,494442,9.82,386,20,0
975,497154,8.69,89,18,0
976,221012,9.51,303,5,0
977,488975,9.86,258,55,0
978,397278,9.8,674,6,0
979,487123,9.77,114,5,0
980,489140,9.66,312,24,0
981,245110,9.2,521,112,0
982,144247,9.83,1326,114,0
983,341843,9.92,246,81,0
984,388615,0.0,693,0,0
985,412051,9.93,305,26,0
986,68852,9.48,980,108,0
987,398630,9.96,3257,76,0
988,89796,9.92,787,96,0
989,217450,9.88,11138,22,0
990,332430,0.0,1761,0,0
991,35274,0.0,200,0,0
992,98714,9.75,699,192,0
993,195711,9.96,635,11,0
994,124619,9.56,1758,52,0
995,126783,9.72,2593,137,0
996,210197,9.84,668,20,0
997,209342,9.79,525,64,0
998,177965,9.34,116,26,0
999,537692,9.92,113,108,1
1000,392585,9.39,43,158,0
1001,549808,8.97,91,36,0
1002,367552,9.87,225,130,0
1003,554440,9.79,16,29,0
1004,417357,8.67,20,74,0
1005,462683,9.9,461,148,0
1006,528948,9.38,88,68,0
1007,337009,9.74,30,67,0
1008,375277,9.9,199,165,0
1009,532179,9.65,69,58,0
1010,352853,9.88,160,210,1
1011,135067,9.64,533,250,0
1012,413624,7.94,141,78,0
1013,494987,9.92,86,64,3
1014,1394,9.34,340,167,0
1015,547981,9.67,32,38,2
1016,407933,9.5,185,57,0
1017,44711,9.51,103,173,0
1018,547196,9.91,36,41,0
1019,541750,9.7,40,22,0
1020,507854,9.87,274,46,1
1021,264666,9.53,174,97,0
1022,459561,9.19,35,63,0
1023,541654,9.87,30,42,0
1024,265690,8.75,546,107,0
1025,536904,9.86,64,40,0
1026,190922,9.15,91,154,0
1027,47847,8.19,562,148,0
1028,156942,9.54,304,33,0
1029,452155,9.19,237,41,1
1030,526172,0.0,382,0,0
1031,330314,9.51,340,81,4
1032,165722,8.21,116,2,0
1033,289956,7.8,83,56,0
1034,511597,9.86,53,53,0
1035,282123,9.88,423,177,0
1036,144902,0.0,340,0,2
1037,475476,9.56,23,34,0
1038,480871,8.25,75,1,0
1039,21409,9.61,158,40,0
1040,216090,9.25,122,68,0
1041,464716,9.83,80,88,0
1042,212382,9.86,264,146,0
1043,484678,9.8,94,65,0
1044,313591,9.25,29,18,0
1045,389600,9.81,188,95,0
1046,452175,9.87,259,45,0
1047,342325,9.14,169,41,0
1048,365716,8.82,163,29,0
1049,345577,9.52,166,106,0
1050,385219,9.45,130,7,0
1051,130790,9.88,373,141,0
1052,86706,9.88,711,300,0
1053,303899,9.83,82,34,0
1054,187931,9.52,103,73,0
1055,38568,9.52,863,233,0
1056,215352,9.83,159,28,0
1057,43553,8.49,355,8,0
